tissue,health_state,set,network_name,network_code,pathway,count
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Other glycan degradation,8
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Oxidative phosphorylation,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Pantothenate and CoA biosynthesis,8
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Pentose and glucuronate interconversions,11
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Pentose phosphate pathway,12
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Phenylalanine metabolism,23
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Phenylalanine, tyrosine and tryptophan biosynthesis",6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Phenylpropanoid biosynthesis,4
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Porphyrin and chlorophyll metabolism,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Primary bile acid biosynthesis,3
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Propanoate metabolism,14
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Purine metabolism,68
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Pyrimidine metabolism,48
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Pyruvate metabolism,33
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Retinol metabolism,13
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Riboflavin metabolism,2
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Selenocompound metabolism,2
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Sphingolipid metabolism,16
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Starch and sucrose metabolism,23
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Steroid biosynthesis,3
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Steroid hormone biosynthesis,15
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Streptomycin biosynthesis,19
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Sulfur metabolism,3
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Synthesis and degradation of ketone bodies,3
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Taurine and hypotaurine metabolism,4
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Terpenoid backbone biosynthesis,4
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Thiamine metabolism,5
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Toluene degradation,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Tropane, piperidine and pyridine alkaloid biosynthesis",9
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Tryptophan metabolism,23
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Tyrosine metabolism,36
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Ubiquinone and other terpenoid-quinone biosynthesis,1
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Valine, leucine and isoleucine biosynthesis",2
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,"Valine, leucine and isoleucine degradation",21
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Various types of N-glycan biosynthesis,6
Kidney-Renal,Healthy,MDS,Kidney-Renal_Healthy_MDS,RHM,Vitamin B6 metabolism,3
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Acarbose and validamycin biosynthesis,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Aflatoxin biosynthesis,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Alanine, aspartate and glutamate metabolism",17
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,alpha-Linolenic acid metabolism,295
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Aminoacyl-tRNA biosynthesis,19
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Aminobenzoate degradation,152
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Amino sugar and nucleotide sugar metabolism,44
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Arachidonic acid metabolism,76
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Arginine and proline metabolism,76
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Arginine biosynthesis,7
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Ascorbate and aldarate metabolism,26
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Benzoate degradation,348
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,beta-Alanine metabolism,242
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Betalain biosynthesis,15
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Biosynthesis of ansamycins,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Biosynthesis of antibiotics,571
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Biosynthesis of secondary metabolites,971
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Biosynthesis of unsaturated fatty acids,310
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Biosynthesis of vancomycin group antibiotics,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Butanoate metabolism,250
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,C5-Branched dibasic acid metabolism,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Caffeine metabolism,35
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Caprolactam degradation,243
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Carbon fixation in photosynthetic organisms,10
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Carbon fixation pathways in prokaryotes,251
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Chloroalkane and chloroalkene degradation,24
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Citrate cycle (TCA cycle),20
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Cutin, suberine and wax biosynthesis",3
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Cyanoamino acid metabolism,5
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Cysteine and methionine metabolism,30
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,D-Glutamine and D-glutamate metabolism,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Drug metabolism - cytochrome P450,106
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Drug metabolism - other enzymes,65
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Ether lipid metabolism,19
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Ethylbenzene degradation,111
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Fatty acid biosynthesis,108
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Fatty acid degradation,955
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Fatty acid elongation,621
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Flavone and flavonol biosynthesis,7
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Folate biosynthesis,52
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Fructose and mannose metabolism,20
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Galactose metabolism,53
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Geraniol degradation,345
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glucosinolate biosynthesis,3
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glutathione metabolism,41
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycerolipid metabolism,131
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycerophospholipid metabolism,102
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Glycine, serine and threonine metabolism",71
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycolysis / Gluconeogenesis,63
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,25
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,24
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosaminoglycan biosynthesis - keratan sulfate,11
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosaminoglycan degradation,136
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosphingolipid biosynthesis - ganglio series,70
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosphingolipid biosynthesis - globo and isoglobo series,42
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosphingolipid biosynthesis - lacto and neolacto series,25
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Glyoxylate and dicarboxylate metabolism,12
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Histidine metabolism,70
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Inositol phosphate metabolism,15
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Insect hormone biosynthesis,16
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Isoquinoline alkaloid biosynthesis,46
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Limonene and pinene degradation,132
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Linoleic acid metabolism,40
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Lysine biosynthesis,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Lysine degradation,276
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Mannose type O-glycan biosynthesis,2
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Metabolic pathways,1938
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Metabolism of xenobiotics by cytochrome P450,108
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Methane metabolism,15
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Microbial metabolism in diverse environments,504
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Mucin type O-glycan biosynthesis,12
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Naphthalene degradation,8
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,N-Glycan biosynthesis,42
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Nicotinate and nicotinamide metabolism,12
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Nitrogen metabolism,2
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Novobiocin biosynthesis,6
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,One carbon pool by folate,21
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Other glycan degradation,96
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Other types of O-glycan biosynthesis,3
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Oxidative phosphorylation,2
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Pantothenate and CoA biosynthesis,16
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Pentose and glucuronate interconversions,31
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Pentose phosphate pathway,13
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Phenylalanine metabolism,180
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Phenylalanine, tyrosine and tryptophan biosynthesis",6
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Phenylpropanoid biosynthesis,12
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Phosphonate and phosphinate metabolism,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Polyketide sugar unit biosynthesis,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Porphyrin and chlorophyll metabolism,29
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Primary bile acid biosynthesis,32
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Propanoate metabolism,203
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Purine metabolism,55
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Pyrimidine metabolism,48
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Pyruvate metabolism,33
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Retinol metabolism,61
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Riboflavin metabolism,5
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Secondary bile acid biosynthesis,1
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Selenocompound metabolism,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Sesquiterpenoid and triterpenoid biosynthesis,2
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Sphingolipid metabolism,96
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Starch and sucrose metabolism,10
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Steroid biosynthesis,138
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Steroid hormone biosynthesis,73
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Streptomycin biosynthesis,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Styrene degradation,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Sulfur metabolism,2
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Synthesis and degradation of ketone bodies,4
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Taurine and hypotaurine metabolism,5
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Terpenoid backbone biosynthesis,17
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Thiamine metabolism,7
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Toluene degradation,118
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Tropane, piperidine and pyridine alkaloid biosynthesis",27
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Tryptophan metabolism,350
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Tyrosine metabolism,89
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Ubiquinone and other terpenoid-quinone biosynthesis,3
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Valine, leucine and isoleucine biosynthesis",6
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,"Valine, leucine and isoleucine degradation",444
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Various types of N-glycan biosynthesis,53
Kidney-Renal,Healthy,nonMDS,Kidney-Renal_Healthy_nonMDS,RHNM,Vitamin B6 metabolism,4
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Aflatoxin biosynthesis,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Alanine, aspartate and glutamate metabolism",10
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,alpha-Linolenic acid metabolism,8
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Aminobenzoate degradation,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Amino sugar and nucleotide sugar metabolism,22
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Arachidonic acid metabolism,15
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Arginine and proline metabolism,18
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Arginine biosynthesis,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Ascorbate and aldarate metabolism,4
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Benzoate degradation,11
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,beta-Alanine metabolism,10
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Betalain biosynthesis,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Biosynthesis of antibiotics,99
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Biosynthesis of secondary metabolites,149
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Biosynthesis of unsaturated fatty acids,21
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Butanoate metabolism,12
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,C5-Branched dibasic acid metabolism,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Caffeine metabolism,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Caprolactam degradation,9
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Carbon fixation in photosynthetic organisms,8
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Carbon fixation pathways in prokaryotes,19
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Chloroalkane and chloroalkene degradation,5
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Citrate cycle (TCA cycle),13
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Cyanoamino acid metabolism,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Cysteine and methionine metabolism,14
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,D-Glutamine and D-glutamate metabolism,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Drug metabolism - cytochrome P450,11
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Drug metabolism - other enzymes,30
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Ether lipid metabolism,5
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Ethylbenzene degradation,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Fatty acid biosynthesis,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Fatty acid degradation,28
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Fatty acid elongation,24
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Folate biosynthesis,11
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Fructose and mannose metabolism,16
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Galactose metabolism,24
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Geraniol degradation,10
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glutathione metabolism,22
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycerolipid metabolism,15
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycerophospholipid metabolism,16
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Glycine, serine and threonine metabolism",15
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycolysis / Gluconeogenesis,46
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,6
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycosaminoglycan biosynthesis - keratan sulfate,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycosaminoglycan degradation,9
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycosphingolipid biosynthesis - ganglio series,8
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycosphingolipid biosynthesis - globo and isoglobo series,11
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glycosphingolipid biosynthesis - lacto and neolacto series,14
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Glyoxylate and dicarboxylate metabolism,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Histidine metabolism,11
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Inositol phosphate metabolism,16
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Insect hormone biosynthesis,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Isoquinoline alkaloid biosynthesis,12
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Limonene and pinene degradation,4
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Linoleic acid metabolism,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Lipoic acid metabolism,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Lysine biosynthesis,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Lysine degradation,17
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Mannose type O-glycan biosynthesis,4
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Metabolic pathways,309
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Metabolism of xenobiotics by cytochrome P450,14
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Methane metabolism,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Microbial metabolism in diverse environments,90
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Mucin type O-glycan biosynthesis,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Naphthalene degradation,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Neomycin, kanamycin and gentamicin biosynthesis",10
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,N-Glycan biosynthesis,4
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Nicotinate and nicotinamide metabolism,17
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Nitrogen metabolism,4
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Novobiocin biosynthesis,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,One carbon pool by folate,9
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Other glycan degradation,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Other types of O-glycan biosynthesis,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Oxidative phosphorylation,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Pantothenate and CoA biosynthesis,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Pentose and glucuronate interconversions,5
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Pentose phosphate pathway,11
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Phenylalanine metabolism,17
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Phenylalanine, tyrosine and tryptophan biosynthesis",7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Phenylpropanoid biosynthesis,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Phosphonate and phosphinate metabolism,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Porphyrin and chlorophyll metabolism,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Primary bile acid biosynthesis,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Propanoate metabolism,12
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Purine metabolism,59
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Pyrimidine metabolism,56
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Pyruvate metabolism,27
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Retinol metabolism,8
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Riboflavin metabolism,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Selenocompound metabolism,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Sphingolipid metabolism,9
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Starch and sucrose metabolism,18
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Steroid biosynthesis,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Steroid hormone biosynthesis,9
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Streptomycin biosynthesis,12
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Styrene degradation,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Sulfur metabolism,3
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Synthesis and degradation of ketone bodies,4
